Company,SKU,TYPE,Therapeutic Tag,OPEN_QTY,OPEN_VALUE,purchase value,RECIEPT _QTY,RECIEPT_VALUE,ISSUE_QTY,ISSUE_VALUE,CLOSING_QTY,CLOSING_VALUE,DUMP_QTY,Revenue
SVIZERA,CLOSTAR-GM,16 GM,Corticosteroid,6,178.28,0,0,0.00,0,0.00,6,178.28,6,0
SVIZERA,COXLINE-P TAB,10*10,NSAID,-11,-12.87,0,0,0.00,0,0.00,-11,-12.87,100,0
SVIZERA,CYTOLOG,4 TAB,Uterine,6,90.00,0,0,0.00,0,0.00,6,90.00,6,0
SVIZERA,DALACIN-C CAPSULES,10*10,Antibiotic,-1,-20.92,0,0,0.00,0,0.00,-1,-20.92,0,0
SVIZERA,DAXOMAX XP,10*10,Bronchodilator,30,0.00,0,0,0.00,0,0.00,30,0.00,30,0
SVIZERA,DENTALUC-DT TAB,1*10,Antacid,40,88.00,0,0,0.00,0,0.00,40,88.00,40,0
SVIZERA,DEXONA INJ,2 ML,Corticosteroid,6,48.00,0,0,0.00,0,0.00,6,48.00,6,0
SVIZERA,DEXORANGE SYRUP,60 ML,Iron,1,70.01,0,0,0.00,0,0.00,1,70.01,1,0
SVIZERA,DOXCEF-O,10*10,Antibiotic,56,838.88,0,0,0.00,0,0.00,56,838.88,56,0
SVIZERA,ELDECA-25,1 ML,Vitamin,3,45.01,0,0,0.00,0,0.00,3,45.01,3,0
SVIZERA,EPIDOSIN INJ.,1 ML,Antiemetic,10,184.69,0,0,0.00,0,0.00,10,184.69,10,0
SVIZERA,EPSOLIN,2 ML,Antiepileptic,6,60.00,0,0,0.00,0,0.00,6,60.00,6,0
SVIZERA,ETORICA 60,1*10,NSAID,20,166.40,0,0,0.00,0,0.00,20,166.40,20,0
SVIZERA,FEVERYL INJECTION,2 ML,Analgesic,6,33.70,0,0,0.00,0,0.00,6,33.70,6,0
SVIZERA,FEXOMAG-MA TAB,10*10,Antihistamine,49,509.60,0,0,0.00,0,0.00,49,509.60,49,0
SVIZERA,FLAMIGRIP,I.V. CAN,Analgesic,14,79.80,0,0,0.00,0,0.00,14,79.80,14,0
SVIZERA,FLEZONAC P SYP,60 ML,NSAID,1,39.71,0,0,0.00,0,0.00,1,39.71,1,0
SVIZERA,FLUCOSE GEL,15 GM,Antifungal,1,67.57,0,0,0.00,0,0.00,1,67.57,1,0
SVIZERA,FLUCOS POWDER,100 GM,Antifungal,3,300.14,0,0,0.00,0,0.00,3,300.14,3,0
SVIZERA,FUSIUP-M EREAM,15 GM,Corticosteroid,5,705.59,0,0,0.00,0,0.00,5,705.59,5,0
SVIZERA,GAT-FORTE,60 ML,Antibiotic,16,0.00,0,0,0.00,0,0.00,16,0.00,16,0
SVIZERA,GGGG,20*10,Antiepileptic,-472,-1062.00,0,0,0.00,0,0.00,-472,-1062.00,0,0
SVIZERA,GRAVIDOL,10*10,Vitamin,30,343.50,0,0,0.00,0,0.00,30,343.50,30,0
SVIZERA,HIKIDZ SOAP,75 GM,Antiseptic,1,83.78,0,0,0.00,0,0.00,1,83.78,1,0
SVIZERA,HIMALAYA BABY OIL,50 ML,Skincare,8,338.82,0,0,0.00,0,0.00,8,338.82,8,0
SVIZERA,HYNORAX-10,10*15,Antihistamine,7,9.17,0,0,0.00,0,0.00,7,9.17,7,0
SVIZERA,HYNORAX SYRUP,100 ML,Antihistamine,1,53.37,0,0,0.00,0,0.00,1,53.37,1,0
SVIZERA,IRON SUP,10*15,Iron,-16,-3095.04,0,0,0.00,0,0.00,-16,-3095.04,0,0
SVIZERA,KENADION-1,0.5 ML,Vitamin,8,92.01,0,0,0.00,0,0.00,8,92.01,8,0
SVIZERA,KENDIC-MR TAB,10*10,NSAID,-87,0.00,0,0,0.00,0,0.00,-87,0.00,0,0
SVIZERA,KETOSCALP SHAMPOO,100 ML,Antifungal,3,210.03,0,0,0.00,0,0.00,3,210.03,3,0
SVIZERA,LEVOTAC TAB,30x10,Antihistamine,-306,0.00,0,0,0.00,0,0.00,-306,0.00,0,0
SVIZERA,LIMCEE TAB,1*15,Vitamin,-5,-5.95,0,0,0.00,0,0.00,-5,-5.95,0,0
SVIZERA,LIVROFIT DS SYP,200ML,Hepatoprotective,5,472.58,0,0,0.00,0,0.00,5,472.58,5,0
SVIZERA,LOLIPOL LOTION,15 ML,Antifungal,1,38.01,0,0,0.00,0,0.00,1,38.01,1,0
SVIZERA,LUPIDRYL-T SYP,100 ML,Antispasmodic,-19,-425.60,0,0,0.00,0,0.00,-19,-425.60,0,0
SVIZERA,LU-T TAB,10*15,Digestive,150,558.00,0,0,0.00,0,0.00,150,558.00,150,0
SVIZERA,M-2 TONE SYRUP,200 ML,Uterine,1,99.20,0,0,0.00,0,0.00,1,99.20,1,0
SVIZERA,MACZONE 1 G,1GM,Antibiotic,-3,-72.01,0,0,0.00,0,0.00,-3,-72.01,0,0
SVIZERA,MEGA-CV 150 MG INJ,150 MG,Antibiotic,7,279.93,0,0,0.00,0,0.00,7,279.93,7,0
SVIZERA,MEGMAPRED-40 INJ,40 MG,Corticosteroid,23,1207.50,0,0,0.00,0,0.00,23,1207.50,23,0
SVIZERA,MIFLORA-DS CAPSULE,10*10,Probiotic,65,625.95,0,0,0.00,0,0.00,65,625.95,65,0
SVIZERA,MIKACIN,100 Mg,Antibiotic,14,189.12,0,0,0.00,0,0.00,14,189.12,14,0
SVIZERA,MOMETA DOC OINTMENT,10 GM,Corticosteroid,1,16.00,0,0,0.00,0,0.00,1,16.00,1,0
SVIZERA,MONOCEF,250 Mg,Antibiotic,4,54.41,0,0,0.00,0,0.00,4,54.41,4,0
SVIZERA,MOXIZEE EYE EAR,10ML,Antibiotic,21,21,0,0,0.00,0,0.00,21,273.05,21,0
SVIZERA,MOXTAS D,20*10,Antihistamine,96,306.24,0,0,0.00,0,0.00,96,306.24,96,0
SVIZERA,MUOUT+ JAR,119 g,Nutrition,2,542.80,0,0,0.00,0,0.00,2,542.80,2,0
SVIZERA,NAPROSYN SR,10*10,NSAID,12,59.28,0,0,0.00,0,0.00,12,59.28,12,0
SVIZERA,NILAC GEL,20 GM,Antibiotic,1,100.00,0,0,0.00,0,0.00,1,100.00,1,0
SVIZERA,NOCK-2,10*10,Analgesic,-25,-129.50,0,0,0.00,0,0.00,-25,-129.50,0,0
SVIZERA,OBEYSIN CAP,30 CAP,Weight-Loss,1,150.03,0,0,0.00,0,0.00,1,150.03,1,0
SVIZERA,OBEYSIN RAS SYP,30 ML,Weight-Loss,2,300.05,0,0,0.00,0,0.00,2,300.05,2,0
SVIZERA,OFLOMAC-M SYP,60 ML,Antibiotic,4,178.47,0,0,0.00,0,0.00,4,178.47,4,0
SVIZERA,OFM-DS SYRUP,60 ML,Antibiotic,11,275.00,0,0,0.00,0,0.00,11,275.00,11,0
SVIZERA,OSTA-D3 INJ,3 Ml,Vitamin,8,260.67,0,0,0.00,0,0.00,8,260.67,8,0
SVIZERA,PHENERGAN SYRUP,100 ML,Antihistamine,2,57.95,0,0,0.00,0,0.00,2,57.95,2,0
SVIZERA,PRIMACORT-200,5 ML,Corticosteroid,9,486.00,0,0,0.00,0,0.00,9,486.00,9,0
SVIZERA,PROMOLACT,200 GM,Nutrition,0,0.00,0,2,459.78,0,0.00,2,514.96,0,0
SVIZERA,PUC-250,60ML,Antibiotic,1,30.00,0,0,0.00,0,0.00,1,30.00,1,0
SVIZERA,QRIFLOX-200 TAB,10*10,Antibiotic,-2,-6.80,0,0,0.00,0,0.00,-2,-6.80,0,0
SVIZERA,RESPICURE-LS,100 Ml,Bronchodilator,-6,-273.57,0,0,0.00,0,0.00,-6,-273.57,0,0
SVIZERA,RETOZ- 90,1*10,NSAID,-2,-24.56,0,0,0.00,0,0.00,-2,-24.56,0,0
SVIZERA,MOXTAS D,20*10,Antihistamine,96,306.24,0,0,0.00,0,0.00,96,306.24,96,0
SVIZERA,MUOUT+ JAR,119 g,Nutrition,2,542.80,0,0,0.00,0,0.00,2,542.80,2,0
SVIZERA,NAPROSYN SR,10*10,NSAID,12,59.28,0,0,0.00,0,0.00,12,59.28,12,0
SVIZERA,NILAC GEL,20 GM,Antibiotic,1,100.00,0,0,0.00,0,0.00,1,100.00,1,0
SVIZERA,NOCK-2,10*10,Analgesic,-25,-129.50,0,0,0.00,0,0.00,-25,-129.50,0,0
SVIZERA,OBEYSIN CAP,30 CAP,Weight-Loss,1,150.03,0,0,0.00,0,0.00,1,150.03,1,0
SVIZERA,OBEYSIN RAS SYP,30 ML,Weight-Loss,2,300.05,0,0,0.00,0,0.00,2,300.05,2,0
SVIZERA,OFLOMAC-M SYP,60 ML,Antibiotic,4,178.47,0,0,0.00,0,0.00,4,178.47,4,0
SVIZERA,OFM-DS SYRUP,60 ML,Antibiotic,11,275.00,0,0,0.00,0,0.00,11,275.00,11,0
SVIZERA,OSTA-D3 INJ,3 Ml,Vitamin,8,260.67,0,0,0.00,0,0.00,8,260.67,8,0
SVIZERA,PHENERGAN SYRUP,100 ML,Antihistamine,2,57.95,0,0,0.00,0,0.00,2,57.95,2,0
SVIZERA,PRIMACORT-200,5 ML,Corticosteroid,9,486.00,0,0,0.00,0,0.00,9,486.00,9,0
SVIZERA,PROMOLACT,200 GM,Nutrition,0,0.00,0,2,459.78,0,0.00,2,514.96,0,0
SVIZERA,PUC-250,60ML,Antibiotic,1,30.00,0,0,0.00,0,0.00,1,30.00,1,0
SVIZERA,QRIFLOX-200 TAB,10*10,Antibiotic,-2,-6.80,0,0,0.00,0,0.00,-2,-6.80,0,0
SVIZERA,RESPICURE-LS,100 Ml,Bronchodilator,-6,-273.57,0,0,0.00,0,0.00,-6,-273.57,0,0
SVIZERA,RETOZ- 90,1*10,NSAID,-2,-24.56,0,0,0.00,0,0.00,-2,-24.56,0,0
SVIZERA,SILYBON-140,10*10,Hepatoprotective,89,1266.47,0,0,0.00,0,0.00,89,1266.47,89,0
SVIZERA,SPASMOPRIV CAPSULES,1*10,Antispasmodic,108,1109.16,0,0,0.00,0,0.00,108,1109.16,108,0
SVIZERA,SPIMECT-12 TAB,10*10,Anthelmintic,88,1425.60,0,0,0.00,0,0.00,88,1425.60,88,0
SVIZERA,STOP-B CAP,30 CAP,Probiotic,2,360.00,0,0,0.00,0,0.00,2,360.00,2,0
SVIZERA,T-98 DROP,15 ML,Analgesic,-1,-26.40,0,0,0.00,0,0.00,-1,-26.40,0,0
SVIZERA,TELEKAST-5,10*10,Bronchodilator,-5,-48.50,0,0,0.00,0,0.00,-5,-48.50,0,0
SVIZERA,TELVAS 80,10*10,Antihypertensive,18,138.96,0,0,0.00,0,0.00,18,138.96,18,0
SVIZERA,TIZEX,30*10,Muscle-Relaxant,39,109.98,0,0,0.00,0,0.00,39,109.98,39,0
SVIZERA,TNIB TAB,10*15,Antiviral,40,1119.60,0,0,0.00,0,0.00,40,1119.60,40,0
SVIZERA,TOCO-TRIO,10*10,Vitamin,162,2140.02,0,0,0.00,0,0.00,162,2140.02,162,0
SVIZERA,TOPOVID POVIDINE,100 ML,Antiseptic,2,40.00,0,0,0.00,0,0.00,2,40.00,2,0
SVIZERA,WYMOL-650 TAB,10*3*15,Analgesic,-2,-2.14,0,0,0.00,0,0.00,-2,-2.14,0,0
SVIZERA,XONE XP INJECTION,1.2GM,Antibiotic,1,88.02,0,0,0.00,0,0.00,1,88.02,1,0
SVIZERA,ZERODOL-CR,10*10,NSAID,70,0.00,0,0,0.00,0,0.00,70,0.00,70,0
SVIZERA,ZERODOL-PG,10*10,NSAID,67,1113.54,0,0,0.00,0,0.00,67,1113.54,67,0
SVIZERA,ZEST DROPS,15 Ml,Vitamin,1,47.36,0,0,0.00,0,0.00,1,47.36,1,0
SVIZERA,ZOCON-200,10*2,Antibiotic,-2,-30.96,0,0,0.00,0,0.00,-2,-30.96,0,0
Total,311,311,311,261640,475125.39,280456.1175,36483,251142.36,33883,373941.49,264240,460130.09,87578,93485.77
